sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,6.06152894728762e-05,0.0006615302623975688,False,60,-64.53676375992326,1.6003857421953427e-05,-6.130651541980114e-13,3.413950015150851e-11,False,0
4,5.200420525419691e-05,0.0007792845582360881,False,60,-64.534877422926,2.9228874944497996e-05,-5.95523630408934e-13,4.6078043809708534e-11,False,0
