sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,1.8824543743023447e-05,0.000766409741437863,False,60,-69.42388526850127,4.77114178232263e-06,3.3102123264683314e-09,2.41169929210497e-10,False,0
4,1.4572917488964165e-05,0.000690610265642282,False,60,-69.42412072351841,3.3915563244502067e-06,3.485839727979112e-09,9.712781604258768e-11,False,0
