sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,1.5092763088864203e-05,0.00017558466938453376,False,60,-79.77253069421417,2.5351469857826103e-06,-1.127986593019159e-13,5.588046641724708e-10,False,0
4,5.475280703937102e-06,0.00011861385097896248,False,60,-79.77245898761777,8.988883237748269e-07,-8.526512829121202e-14,6.309795056935605e-10,False,0
