sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.0010021823549366538,0.012570790969770387,False,60,-53.10718639255661,0.0008313597484022051,7.139178712201044e-06,2.676363073907451e-11,False,0
4,0.0010148569824757203,0.013108984246392587,False,60,-53.09218201947141,0.00028252999460931516,6.122221497983915e-06,3.681216040108443e-11,False,0
