sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,4.1624267024809036e-05,0.0012208872290589584,False,60,-64.52962574363995,1.7421371145687203e-07,1.3332112858144285e-08,4.245506427920361e-10,False,0
4,4.808474141726471e-05,0.0017427630735958248,False,60,-64.53035534398435,1.130644004199155e-05,1.5968838029678523e-08,5.975366550638344e-10,False,0
