sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.00033066704142181713,0.006434778779980594,False,60,-56.00190797434608,7.698031225356061e-06,5.916970871044924e-07,4.727148659762819e-09,False,0
4,0.0003784816873554364,0.004567051456793446,False,60,-56.01246395379377,0.00018849321084779547,6.703289221476894e-07,2.175984102738044e-12,False,0
