sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.0007817993026610903,0.014337499639591175,False,60,-53.16468064348739,0.000460960842781466,3.912316703935659e-08,3.498133844940381e-09,False,0
4,0.0011530803349157903,0.012488185845503291,False,60,-53.17815128165985,0.0002533756999838488,4.0330140560485006e-08,1.1806740673985966e-11,False,0
