sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.00012774170600249324,0.0016320637498487911,False,60,-59.982822327650204,3.15318415126109e-05,3.522111491349733e-10,5.834096981785538e-12,False,0
4,0.00011100604387270785,0.0017056661246346357,False,60,-59.98555990952812,4.5639430951815996e-05,5.061907559777978e-10,1.6395698809699137e-11,False,0
