node1,node2,energy,entanglement,error
0,32,0.0,0.0003644750588574048,0.0
1,33,0.0,0.0007007776288994597,0.0
2,32,0.0,0.001012266066411452,0.0
3,36,0.0,0.0006542151948655096,0.0
4,34,0.0,0.00042829835458474375,0.0
5,37,0.0,0.0006615454799403529,0.0
6,36,0.0,0.0010315364949656282,0.0
7,40,0.0,0.0004883732601190587,0.0
8,33,0.0,0.0007004271334914371,0.0
9,35,0.0,0.0010372368528347622,0.0
10,34,0.0,0.0004527180570961823,0.0
11,37,0.0,0.0005846016236915492,0.0
12,35,0.0,0.00043923153262381864,0.0
13,41,0.0,0.0010285583507691493,0.0
14,40,0.0,0.0007760469324464361,0.0
15,41,0.0,0.0004634972268028449,0.0
16,38,0.0,0.0006445864115272708,0.0
17,39,0.0,0.0006959571253656281,0.0
18,38,0.0,0.001033562766430466,0.0
19,44,0.0,0.0006316317542274531,0.0
20,42,0.0,0.0008245580839100117,0.0
21,45,0.0,0.0005867429060812541,0.0
22,44,0.0,0.001047360266049717,0.0
23,46,0.0,0.0007046369983029305,0.0
24,39,0.0,0.0006867144031724671,0.0
25,43,0.0,0.0010308440311190233,0.0
26,42,0.0,0.000582595335924058,0.0
27,45,0.0,0.0006182707059727043,0.0
28,43,0.0,0.00046276748585062346,0.0
29,47,0.0,0.001012459345557766,0.0
30,46,0.0,0.0007032322984741849,0.0
31,47,0.0,0.00036448066317709845,0.0
32,48,-69.42347576328164,0.0007112433425283851,-1.2434497875801753e-14
33,48,-69.42347576328162,0.0013827962722716188,-6.217248937900877e-15
34,49,-69.42365316183562,0.0008431273964443599,-2.1760371282653068e-14
35,49,-69.4236531618357,0.0007858859086897694,-1.532107773982716e-14
36,50,-69.42335629581416,0.0010353671850150338,-2.7755575615628914e-14
37,50,-69.42335629581457,0.001219991354849759,-2.375877272697835e-14
38,51,-69.42476346009272,0.001027067999196212,-1.9761969838327786e-14
39,51,-69.42476346009298,0.0013628205297024677,-1.6431300764452317e-14
40,52,-69.4237393120794,0.0012441373445241316,-2.4424906541753444e-14
41,52,-69.4237393120795,0.0008275922640114455,-1.5765166949677223e-14
42,53,-69.42477380826129,0.0013870319084316757,-1.532107773982716e-14
43,53,-69.42477380826145,0.0008291022794045922,-1.5987211554602254e-14
44,54,-69.42550195797435,0.0010101389568867426,-2.886579864025407e-14
45,54,-69.42550195797436,0.001158881921943221,-1.8207657603852567e-14
46,55,-69.42484239557857,0.0013895731783866844,-5.329070518200751e-15
47,55,-69.42484239557858,0.000711440409805076,-8.43769498715119e-15
48,56,-69.42454455816944,0.0007602431145103762,-1.2168044349891716e-13
50,57,-69.42539807599753,0.0014187703763274878,-1.667554982986985e-13
49,56,-69.42451524622881,0.0015028456457916017,-1.1746159600534156e-13
51,58,-69.42542358628359,0.0014098275132499978,-1.887379141862766e-13
52,57,-69.42531679548325,0.0012076676981104793,-2.107203300738547e-13
54,59,-69.42607606475187,0.001713096365582794,-1.3788969965844444e-13
53,58,-69.42551293856295,0.001210716358119465,-1.758593271006248e-13
55,59,-69.42608097946581,0.0007601237189572877,-1.3367085216486885e-13
56,60,-69.42635282015206,0.0014037402274286498,-4.68292071786891e-13
57,60,-69.42645702062015,0.0012693339062008536,-4.700684286262913e-13
58,61,-69.42635480509692,0.0014617934848815937,-2.615685446016869e-13
59,61,-69.42638217846635,0.001101286261315221,-3.348432642269472e-13
60,61,-69.42650915128789,0.0010052768035245883,-2.6068036618198676e-13
