sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,2.5828856018317303e-05,0.0004275818752091285,False,60,-69.426693565024,4.318546377168886e-07,-3.717026686445024e-13,1.1885319057983233e-11,False,0
4,1.357766169407526e-05,0.0004879030505269813,False,60,-69.42706578761388,5.361375729817652e-06,-6.545874953189923e-13,1.6497843712803044e-11,False,0
