node1,node2,energy,entanglement,error
0,32,0.0,0.0036061093537134038,0.0
1,33,0.0,0.007308506247830468,0.0
2,32,0.0,0.010213632563515507,0.0
3,36,0.0,0.00540023668564084,0.0
4,34,0.0,0.007414382601966013,0.0
5,37,0.0,0.006646768226197178,0.0
6,36,0.0,0.010969322261498562,0.0
7,40,0.0,0.00593461318790755,0.0
8,33,0.0,0.0073141901763768,0.0
9,35,0.0,0.011696304791116757,0.0
10,34,0.0,0.0073519763450145105,0.0
11,37,0.0,0.008083985876814269,0.0
12,35,0.0,0.006385911464992249,0.0
13,41,0.0,0.0110429179006441,0.0
14,40,0.0,0.010490677591973441,0.0
15,41,0.0,0.004599814970739836,0.0
16,38,0.0,0.005466956482388513,0.0
17,39,0.0,0.009701811990352369,0.0
18,38,0.0,0.01100958150882833,0.0
19,44,0.0,0.006375368380020682,0.0
20,42,0.0,0.008509380285625293,0.0
21,45,0.0,0.006967281241258817,0.0
22,44,0.0,0.011632044957370167,0.0
23,46,0.0,0.007307391304126786,0.0
24,39,0.0,0.005343258267742429,0.0
25,43,0.0,0.010910275917288976,0.0
26,42,0.0,0.006308575594295737,0.0
27,45,0.0,0.0068804278778129176,0.0
28,43,0.0,0.004963784641546549,0.0
29,47,0.0,0.010213152939500465,0.0
30,46,0.0,0.007303706179005456,0.0
31,47,0.0,0.003606065377206362,0.0
32,48,-55.996017028072394,0.007502714671181946,-4.884981308350689e-15
33,48,-55.996017028072224,0.014330553144291564,-3.9968028886505635e-15
34,49,-56.000048847962006,0.014412696413229025,-1.1102230246251565e-15
35,49,-56.00004884796214,0.010663579207112405,2.220446049250313e-16
36,50,-55.991400847305286,0.00963817516946551,-2.220446049250313e-15
37,50,-55.99140084730547,0.01444655544692334,1.1102230246251565e-15
38,51,-56.00218465211864,0.009736065124355129,-2.886579864025407e-15
39,51,-56.002184652118665,0.014597999357308709,9.992007221626409e-16
40,52,-55.99149728782317,0.016145023943116607,-3.3306690738754696e-15
41,52,-55.991497287823,0.00881433178257644,-4.884981308350689e-15
42,53,-56.00471337068056,0.014566890180121897,-1.7763568394002505e-15
43,53,-56.004713370680605,0.00912621716394963,5.551115123125783e-15
44,54,-56.015873604400824,0.010609242501418687,2.220446049250313e-16
45,54,-56.015873604400795,0.013426190767444885,3.9968028886505635e-15
46,55,-56.0106968117145,0.01431766731202666,-3.3306690738754696e-15
47,55,-56.01069681171436,0.007502241457296128,-6.217248937900877e-15
48,56,-56.004742538969296,0.00825971207964259,1.9306778398231472e-13
50,57,-55.99931661921188,0.01372110844768064,5.181343465388011e-09
49,56,-56.00523679077175,0.0179928452579131,1.6410932723864846e-08
51,58,-56.01125762245657,0.013898041692289701,5.636859534696725e-09
52,57,-55.999222800657186,0.01340426099165064,6.188860202094304e-09
54,59,-56.02150901989134,0.017981809923599157,1.8682752345178244e-08
53,58,-56.013647871815486,0.013584797424344808,6.590582413146251e-09
55,59,-56.020250979070724,0.008192058682147644,1.8840484727888906e-13
56,60,-56.01306545085367,0.014234569009626165,2.1428747665197534e-11
57,60,-56.01185542145808,0.014212491607013234,1.0958406915229091e-07
58,61,-56.02046505348994,0.014678103976146788,8.86612385730956e-08
59,61,-56.0233396795262,0.012682432164742873,4.1406211792605063e-11
60,61,-56.028710644308745,0.014792568795337776,7.713740768355848e-08
