sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.00019002170487181225,0.002168059499373041,False,60,-59.97271536947278,1.5754305506709976e-05,9.65759576754266e-08,9.247893332192336e-10,False,0
4,0.00024299555153550756,0.0026833780497456357,False,60,-59.98391688611267,0.00018677687963397638,1.0777903536318689e-07,1.3971277573467124e-09,False,0
