sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,1.3746789539137438e-05,0.00024702849854895607,False,60,-74.52888305904057,9.67517672201268e-07,9.303300352314636e-10,6.925471423470186e-11,False,0
4,9.277043020672338e-06,0.0005188407419333599,False,60,-74.52931131411822,5.746162562436652e-06,9.614754548081805e-10,5.939885984257133e-11,False,0
