sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.001275379323589676,0.014359035999217583,False,60,-53.1896870532738,0.0006483005766588779,7.070703712530602e-07,2.093074721531768e-09,False,0
4,0.0007867353085453388,0.008769824360605236,False,60,-53.17230225992335,0.00032684518961423326,9.251990399361532e-07,1.7315611702565443e-09,False,0
