sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,1.4837552606339344e-05,0.00022748315870737364,False,60,-74.53006695243255,2.280815347477372e-06,-1.3811174426336947e-13,2.4456355102971116e-09,False,0
4,1.7115318650118283e-05,0.000266364736310053,False,60,-74.53033132179439,3.5471504675754773e-06,-1.376676550535194e-13,3.120818246951484e-09,False,0
