0,2,32
1,8,33
4,10,34
9,12,35
3,6,36
5,11,37
16,18,38
17,24,39
7,14,40
13,15,41
20,26,42
25,28,43
19,22,44
21,27,45
23,30,46
29,31,47
32,33,48
34,35,50
36,37,49
38,39,51
40,41,52
42,43,54
44,45,53
46,47,55
48,50,56
49,52,57
51,54,58
53,55,59
56,57,60
58,59,60
