sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,0.000647070413336226,0.010141621740421942,False,60,-53.18048866514594,0.000647070413336226,2.2489622386601127e-09,4.934781314224934e-10,False,0
4,0.0009328427770971537,0.011607851139380981,False,60,-53.21878150113861,0.0007200542333070103,5.0505882809304126e-09,3.9587987021479624e-10,False,0
