sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,8.415494184121908e-05,0.0009155050179651693,False,60,-64.53562197238722,1.5345232529773156e-05,8.143463681165031e-11,7.251232565840165e-12,False,0
4,5.392797543191108e-05,0.0007622138314412345,False,60,-64.5360864631106,7.197431576511093e-06,7.770861731870582e-11,1.0571874767463578e-11,False,0
