node1,node2,energy,entanglement,error
0,32,0.0,0.0007302700684508562,0.0
1,33,0.0,0.0014223054607665406,0.0
2,32,0.0,0.0020323958148330988,0.0
3,36,0.0,0.0012145601912071716,0.0
4,34,0.0,0.0016081081067955338,0.0
5,37,0.0,0.001169427833974337,0.0
6,36,0.0,0.002080476597645307,0.0
7,40,0.0,0.0013809296292936922,0.0
8,33,0.0,0.0014084085329199622,0.0
9,35,0.0,0.0021266681576333226,0.0
10,34,0.0,0.000925432293690475,0.0
11,37,0.0,0.0011654781082065303,0.0
12,35,0.0,0.0008966722864777103,0.0
13,41,0.0,0.002080936886456594,0.0
14,40,0.0,0.001216210782669133,0.0
15,41,0.0,0.0009210720861725531,0.0
16,38,0.0,0.0014003654499988698,0.0
17,39,0.0,0.0016045951756840828,0.0
18,38,0.0,0.002101544460922098,0.0
19,44,0.0,0.0014528785143308942,0.0
20,42,0.0,0.001996371576191998,0.0
21,45,0.0,0.0009130947871169414,0.0
22,44,0.0,0.0021261170985175997,0.0
23,46,0.0,0.0014260914826548974,0.0
24,39,0.0,0.0013192628453244115,0.0
25,43,0.0,0.002100522096786942,0.0
26,42,0.0,0.0012615187862545089,0.0
27,45,0.0,0.0010229836830028941,0.0
28,43,0.0,0.0009540367363478454,0.0
29,47,0.0,0.002033561317653231,0.0
30,46,0.0,0.0014253144564492055,0.0
31,47,0.0,0.0007303192117214165,0.0
32,48,-64.52989948735876,0.0014415348090255785,-8.659739592076221e-15
33,48,-64.52989948735892,0.0027893096476828204,-8.215650382226158e-15
34,49,-64.5306444649432,0.0024987221324859,-7.549516567451064e-15
35,49,-64.53064446494292,0.0016264385129035022,-8.659739592076221e-15
36,50,-64.53154558239956,0.0019835121414582707,-1.6431300764452317e-14
37,50,-64.53154558239957,0.0022892897200547753,-1.1324274851176597e-14
38,51,-64.53353772523944,0.002197302700124448,-5.329070518200751e-15
39,51,-64.5335377252395,0.0028861127667977804,-1.6653345369377348e-14
40,52,-64.5313386177528,0.002546944305871998,-1.7541523789077473e-14
41,52,-64.53133861775329,0.0016645786308198917,-4.440892098500626e-15
42,53,-64.53378469677578,0.0032220453477554167,-2.398081733190338e-14
43,53,-64.53378469677617,0.0017206055459622705,-7.771561172376096e-15
44,54,-64.53128287730101,0.0022242596057591747,-1.7763568394002505e-15
45,54,-64.5312828773012,0.0018544686661727133,5.218048215738236e-15
46,55,-64.53132473975366,0.0028098950144352,-1.021405182655144e-14
47,55,-64.53132473975366,0.0014427153856661286,-6.8833827526759706e-15
48,56,-64.53160083818653,0.0015434226016022795,-8.970602038971265e-14
50,57,-64.53388831429984,0.0029696868303065553,4.5008441418303846e-13
49,56,-64.53169311831809,0.002821431380989187,1.0504930259003231e-12
51,58,-64.53477831371353,0.0029671335450319604,5.4944937488699e-13
52,57,-64.53398798133257,0.002476449595087081,2.013944566670034e-13
54,59,-64.53334166330224,0.003665106821608276,1.9459989175629744e-12
53,58,-64.53472204418476,0.0024659898994990556,3.4983127505938683e-13
55,59,-64.53340333844466,0.0015469278619576763,-1.0635936575909e-13
56,60,-64.53297667865336,0.0016897078892468872,-2.5157653738006047e-13
57,60,-64.53541134420307,0.002608182260744122,2.401521204120627e-10
58,61,-64.53652300695066,0.0031168032649099464,5.755442789023846e-10
59,61,-64.53571058908219,0.0024184002036425887,-2.262634524186069e-13
60,61,-64.5360864631106,0.002580181520143087,7.770861731870582e-11
