0,None,(-0.7-0j)
None,0,(-0.7-0j)
1,None,(-0.7-0j)
2,1,(-0.7-0j)
0,2,(-0.7-0j)
3,None,(-0.7-0j)
4,3,(-0.7-0j)
1,4,(-0.7-0j)
5,None,(-0.7-0j)
6,5,(-0.7-0j)
3,6,(-0.7-0j)
7,None,(-0.7-0j)
5,7,(-0.7-0j)
8,2,(-0.7-0j)
None,8,(-0.7-0j)
9,4,(-0.7-0j)
10,9,(-0.7-0j)
8,10,(-0.7-0j)
11,6,(-0.7-0j)
12,11,(-0.7-0j)
9,12,(-0.7-0j)
13,7,(-0.7-0j)
14,13,(-0.7-0j)
11,14,(-0.7-0j)
15,None,(-0.7-0j)
13,15,(-0.7-0j)
16,10,(-0.7-0j)
None,16,(-0.7-0j)
17,12,(-0.7-0j)
18,17,(-0.7-0j)
16,18,(-0.7-0j)
19,14,(-0.7-0j)
20,19,(-0.7-0j)
17,20,(-0.7-0j)
21,15,(-0.7-0j)
22,21,(-0.7-0j)
19,22,(-0.7-0j)
23,None,(-0.7-0j)
21,23,(-0.7-0j)
24,18,(-0.7-0j)
None,24,(-0.7-0j)
25,20,(-0.7-0j)
26,25,(-0.7-0j)
24,26,(-0.7-0j)
27,22,(-0.7-0j)
28,27,(-0.7-0j)
25,28,(-0.7-0j)
29,23,(-0.7-0j)
30,29,(-0.7-0j)
27,30,(-0.7-0j)
31,None,(-0.7-0j)
29,31,(-0.7-0j)
None,26,(-0.7-0j)
None,28,(-0.7-0j)
None,30,(-0.7-0j)
None,31,(-0.7-0j)
