sweep,max_energy_reldiff,max_ee_diff,converged_this_sweep,ref_edge,ref_energy,ref_energy_reldiff,ref_truncation_error,ref_lanczos_residual,ref_lanczos_retried,num_lanczos_retries
3,7.083161451260089e-06,8.45679000389472e-05,False,60,-79.77159448728139,2.7790274381711555e-07,2.3410118288325066e-10,5.540096990984623e-11,False,0
4,8.298421067198802e-06,0.00011264882327693325,False,60,-79.77145202471449,1.7858808992743391e-06,2.6743629533143576e-10,4.6597527777963114e-11,False,0
